name,studentId,major,email,nationality,homeLand,score,gender
Mariam Pérez,S356441,SportsManagement,hello.vortexgrid@me.com,Georgia,0,95,0
Miriam Visser,S206341,Nutrition&Dietetics,support_quantum@aol.com,Chile,1,23,0
Sean Sethi,S124324,Education(Primary/Secondary),hello_infinitum@me.com,Guinea,0,65,1
Xin Larsen,S89205,FineArts,contact_pulsewave@yandex.com,Guyana,2,70,0
Vikram Inoue,S253364,IndustrialDesign,luna.waves23@gmx.com,EquatorialGuinea,2,73,0
Neha Pham,S916087,FashionDesign,novaflux.support@outlook.com,Ethiopia,0,73,0
Rohan Zhu,S136125,Education(Primary/Secondary),admin_zenith@hotmail.com,Comoros,1,65,1
Karan Jansen,S187034,GenderStudies,tech_stellar@icloud.com,Cuba,1,59,1
Ning Cohen,S401607,Biotechnology,support_stellar@aol.com,Côted'Ivoire,2,31,1
Karan Ortiz,S779422,Photography,help_nexus@outlook.com,Finland,2,83,1
Aisha Toure,S580078,Epidemiology,admin_fluxion@hotmail.com,Dominica,0,29,0
Emi Mehra,S422419,Medicine(Pre-Med),hello_quantum@live.com,Fiji,1,16,0
Taylor Herrera,S406565,RealEstateManagement,support_quantum@aol.com,DominicanRepublic,1,46,1
Takumi Cruz,S916569,Pharmacy,tech_flux@icloud.com,CaboVerde,1,19,1
Aditya Jung,S830395,History,tech_nexus@icloud.com,Finland,2,52,1
Nia Mehra,S105027,Geography,ironclad_labs@aol.com,EquatorialGuinea,2,62,1
Piotr Agarwal,S79521,History,sales_aurora@yahoo.com,Chile,1,52,0
Phoenix Rashid,S321265,InternationalBusiness,feedback_eclipse@me.com,Colombia,0,40,0
Morgan Sato,S960647,Archaeology,hello_zenith@live.com,Cyprus,2,61,0
Yusuf Rosenberg,S365665,SocialWork,sales_quantum@yahoo.com,Djibouti,2,58,1
Misha Sato,S659729,ActuarialScience,hello_embercore@live.com,Botswana,1,46,1
Eleni Al-Mohammed,S774114,Nanotechnology,help_eclipse@outlook.com,France,0,16,1
Mei Patel,S664322,Archaeology,sales_aurora@yahoo.com,France,0,60,0
Yasin Wang,S910156,Biochemistry,support_quantum@aol.com,Canada,1,26,0
Ibrahim Sethi,S706426,GraphicDesign,sunrise_engineering@yandex.com,Guatemala,2,67,1
Sora Flores,S103213,Theater&Drama,hello.vortexgrid@me.com,Chad,0,77,0
Andriy Çelik,S736653,Marketing,hello_zenith@live.com,Croatia,0,36,1
Min-jun Takahashi,S144940,Film&MediaStudies,help_stellar@outlook.com,Ireland,2,71,1
Sage Yilmaz,S556759,EthicalAI&Policy,hello_quantum@live.com,Cuba,1,87,1
Koa Smith,S893659,RenewableEnergyEngineering,help_nexus@outlook.com,Germany,1,86,0
Karan Kuznetsov,S480098,GenderStudies,service_luminary@zoho.com,Egypt,0,59,0
Samir Okafor,S682958,Geography,zephyron.help@icloud.com,Ethiopia,0,62,0
Leilani Mensah,S192702,GraphicDesign,service_luminary@zoho.com,Cameroon,0,67,0
Rhys Kuznetsov,S79283,ForensicScience,hello_embercore@live.com,Gambia,2,93,0
Xiu Rodríguez,S837030,IndustrialDesign,sales_aurora@yahoo.com,Cyprus,2,74,1
Andrew Çelik,S343181,SupplyChainManagement,contact_stellar@yandex.com,CaboVerde,1,42,0
Sophia Sow,S236813,UrbanPlanning,moonlightstudio@protonmail.com,Botswana,1,63,0
Arjun Dang,S139183,Law(Pre-Law),support_quantum@aol.com,ElSalvador,1,64,0
Noura Al-Mohammed,S58393,IndustrialDesign,sales_titan@yahoo.com,Ghana,2,74,1
Gang Clark,S182718,Biology,zephyron.help@icloud.com,Eritrea,0,9,1
Nia Ortiz,S613093,OccupationalTherapy,help_stellar@outlook.com,Croatia,0,30,0
Giulia Miller,S820755,PoliticalScience,contact_stellar@yandex.com,Eswatini,2,50,1
Asha Reddy,S389157,EthicalAI&Policy,zephyron.help@icloud.com,CostaRica,1,87,0
Nia Ramos,S521427,Education(Primary/Secondary),sales_lumivault@yahoo.com,Congo(Republic),0,66,0
Erik Vasiliou,S385810,GenderStudies,t.zhang_services@me.com,Brazil,2,59,0
Minh Hall,S162201,Marketing,service_iron@msn.com,BurkinaFaso,2,37,0
Tao Martin,S300232,RealEstateManagement,support_nexa@aol.com,Czechia,0,47,1
Lan Srishti,S321241,GraphicDesign,media_quantum@protonmail.com,Finland,2,68,1
Eszter Ito,S604178,Linguistics,info_summitaegis@aol.com,ElSalvador,1,55,1
Aarav Park,S134249,Criminology,support_quantum@aol.com,Grenada,1,57,1
Inês Sasaki,S336619,OccupationalTherapy,feedback_catalyst@msn.com,Canada,1,31,0
Yasin Gupta,S693086,RealEstateManagement,tech_stellar@icloud.com,Djibouti,2,46,0
Dewi Jones,S195440,Finance,media_nexa@protonmail.com,Ecuador,2,35,1
Vikram Rossi,S201426,Philosophy,sunrise_engineering@yandex.com,Chile,1,53,1
Ingrid Schneider,S701569,Sociology,luna.waves23@gmx.com,Comoros,1,48,0
Kwame Al-Khalifa,S149219,ActuarialScience,tech_flux@icloud.com,Colombia,0,45,0
Jordan Sethi,S961496,GenderStudies,stellarsky2024@msn.com,Brunei,0,59,1
Diya Martínez,S816088,InternationalBusiness,tech_nexa@icloud.com,Eswatini,2,40,0
Jordan Diop,S916489,Geography,support_aurora@aol.com,Cuba,1,61,1
Jing Tran,S217284,Architecture,contact_nexa@yandex.com,Dominica,0,69,0
Ibrahim Li,S371788,Physiotherapy,support_stellar@aol.com,Egypt,0,30,1
Min-jun Tran,S687773,Entrepreneurship,admin_nexa@hotmail.com,Croatia,0,39,1
Nao Becker,S795028,HumanResourcesManagement,sunrise_engineering@yandex.com,Chad,0,44,1
Jamie Agarwal,S117419,Geography,service_phoenix@aol.com,Burundi,0,62,0
Emma Ibrahim,S887126,Criminology,hello_embercore@live.com,Guatemala,2,57,1
Mio Anderson,S864685,Linguistics,feedback_aurora@me.com,Chad,0,55,0
Shota Johansen,S255102,InternationalRelations,contact_stellar@yandex.com,Denmark,1,56,1
Priya Yamada,S144223,Nanotechnology,contact_pulsewave@yandex.com,Comoros,1,15,1
Takumi Levy,S601768,PublicHealth,tech_flux@icloud.com,ElSalvador,1,20,0
Dakota Choi,S103691,Economics,media_astralink@icloud.com,Cambodia,2,38,1
Ming Williams,S205526,Anthropology,media_flux@protonmail.com,Comoros,1,52,1
João Abebe,S825357,GameDesign,tech_flux@icloud.com,Haiti,0,81,1
Oksana Kumar,S950856,EnvironmentalScience&Sustainability,service_stellar@msn.com,Greece,0,83,1
Aylin Volkov,S318116,Geography,service_aurora@msn.com,Eritrea,0,62,0
Anna Nielsen,S81734,EthicalAI&Policy,feedback_terra@me.com,CostaRica,1,87,1
Aaron Lewis,S270027,Dentistry(Pre-Dental),sales_titan@yahoo.com,Congo(DemocraticRepublic),2,22,1
Ahmed Bernard,S466446,Education(Primary/Secondary),media_eclipse@protonmail.com,Cuba,1,66,1
Aisha Sun,S723311,Sociology,media_orionis@protonmail.com,Cambodia,2,49,0
Leilani Cruz,S786451,Geography,support_quantum@aol.com,Canada,1,61,1
Mei Nkrumah,S948693,Nanotechnology,media_nexa@protonmail.com,Fiji,1,15,1
Lan Rossi,S98130,ActuarialScience,contact_aurora@yandex.com,Belgium,1,45,1
Budi Katz,S589944,Criminology,hello_zenith@live.com,Chile,1,57,0
Matthew Omar,S912808,Archaeology,t.zhang_services@me.com,Bolivia,2,60,1
Eero Levy,S282226,Photography,contact_vivid@yandex.com,Colombia,0,82,0
Casey Wang,S60501,Nursing,feedback_ironwave@msn.com,EquatorialGuinea,2,17,0
Yuna Zhang,S293845,SpecialEducation,support_stellar@aol.com,Chile,1,66,1
Ming Okafor,S516456,UrbanPlanning,admin_aurora@hotmail.com,Guinea,0,63,1
Nao Volkov,S229469,PublicHealth,help_quantum@outlook.com,Croatia,0,20,0
Kaito DelaCruz,S205851,Biochemistry,media_nexa@protonmail.com,ElSalvador,1,27,1
Mei Hansen,S713605,FineArts,feedback_terra@msn.com,Honduras,1,71,1
Jordan Dubois,S266077,Sociology,help_quantum@outlook.com,Cambodia,2,48,1
Sophia Reyes,S431570,Epidemiology,admin_fluxion@hotmail.com,Chad,0,28,0
Jan Becker,S280359,Accounting,eclipse.designs@protonmail.com,CentralAfricanRepublic,2,36,0
Rasha Sow,S1065,GameDesign,ironclad_labs@aol.com,Finland,2,80,0
Soren Abebe,S183795,SpecialEducation,sales_nexus@yahoo.com,Benin,0,66,1
Sofia Nakamura,S832953,History,media_astralink@icloud.com,Germany,1,52,1
Piotr Le,S525325,GenderStudies,info_silverhawk@zoho.com,Cyprus,2,59,0
Ivan Huang,S56960,Education(Primary/Secondary),media_echelon@protonmail.com,Guinea-Bissau,1,66,1
Jun Okafor,S139903,History,info_stellar@zoho.com,Cyprus,2,53,0
Omar Andersen,S814970,Geography,help_eclipse@outlook.com,Eritrea,0,62,1
Mei Dimitriou,S791067,SupplyChainManagement,info_silverhawk@zoho.com,Eritrea,0,41,1
Gang Liu,S887692,CreativeWriting,support_quantum@aol.com,Eritrea,0,79,0
Jan Al-Mohammed,S638723,BusinessAdministration,contact_pulsewave@yandex.com,Denmark,1,34,1
Piotr Park,S290463,Psychology,sales_flux@yahoo.com,Bolivia,2,47,0
Ibrahim Schmidt,S817340,GenderStudies,info_summitaegis@aol.com,Burundi,0,59,0
Abigail Smith,S588821,Dentistry(Pre-Dental),sales_quantum@yahoo.com,Fiji,1,21,0
Somchai Yang,S498466,Anthropology,feedback_quantum@me.com,Gabon,1,51,0
Riko Rosenberg,S681614,Geography,hello_zenith@live.com,Guyana,2,62,0
Miriam Lee,S255522,Education(Primary/Secondary),support_nexorium@aol.com,Cyprus,2,65,0
Lina Li,S239787,MusicPerformance/Theory,info_eclipse@zoho.com,Estonia,1,76,0
Isaac Le,S604573,Education(Primary/Secondary),inquiry_elysium@zoho.com,Belize,2,66,0
Arjun Tanaka,S23729,Photography,help_terra@icloud.com,Cuba,1,82,1
Leilani Sato,S795746,ForensicScience,webquery_obsidian@hotmail.com,Comoros,1,93,0
Sanjay Gupta,S188684,SpecialEducation,sales_quantum@yahoo.com,Cyprus,2,66,0
Jun Choi,S17097,GenderStudies,bluehorizon_01@live.com,France,0,59,0
Kwame Schmidt,S339363,GraphicDesign,contact_stellar@yandex.com,Egypt,0,68,0
Jun Li,S281373,FashionDesign,contact_nexa@yandex.com,Guyana,2,73,1
Gang Jansen,S858845,Dentistry(Pre-Dental),bluehorizon_01@live.com,China,2,21,0
Yui Lewis,S656216,Law(Pre-Law),support_quantum@aol.com,Finland,2,64,1
Olivia Tran,S958535,Architecture,service_nexa@msn.com,Brunei,0,70,1
Dakota Thomas,S214246,Education(Primary/Secondary),contact_stellar@yandex.com,Honduras,1,66,1
Zara Kuznetsov,S514849,CreativeWriting,help_nexus@outlook.com,Cuba,1,78,1
Karan Yamamoto,S588012,Linguistics,webquery_obsidian@hotmail.com,Belarus,0,55,1
Kavita Nasser,S187342,Kinesiology,sales_titan@yahoo.com,Cuba,1,25,0
Piotr Lewis,S340068,HumanResourcesManagement,hello_flux@live.com,Cyprus,2,45,1
Nikolai Zayed,S510032,Film&MediaStudies,contact_pulsewave@yandex.com,Gabon,1,72,1
Hiroshi Zayed,S420590,GlobalHealth,admin_vexelon@hotmail.com,Greece,0,88,1
Gábor Young,S431168,InternationalRelations,hello_zenith@live.com,Barbados,2,56,0
Yui Lee,S902935,Nutrition&Dietetics,support_quantum@aol.com,Ethiopia,0,24,1
Jun Srishti,S138451,HumanResourcesManagement,zephyron.help@icloud.com,Guatemala,2,44,0
Andrei Martínez,S341026,Criminology,eclipse.designs@protonmail.com,CaboVerde,1,57,1
Miriam Li,S375045,Philosophy,tech_pinnacle@yahoo.com,Chile,1,53,1
Piotr Gupta,S536394,InternationalBusiness,feedback_stellar@me.com,Burundi,0,40,1
Siobhan Goldberg,S774364,Law(Pre-Law),hello_zenith@live.com,Guinea,0,64,0
Daiki Desai,S806683,Photography,support_aurora@aol.com,Cyprus,2,82,0
Fatima Schneider,S715209,Biochemistry,sunrise_engineering@yandex.com,China,2,26,0
Sunita Herrera,S739158,Anthropology,info_polarisedge@hotmail.com,Bulgaria,1,52,1
Anika Sánchez,S505226,Anthropology,service_aurora@msn.com,Cameroon,0,51,1
Nikolai Clark,S177910,EnvironmentalScience&Sustainability,support_aurora@aol.com,CentralAfricanRepublic,2,84,0
Somchai Flores,S511458,Biochemistry,vividra.contact@outlook.com,Czechia,0,27,0
Soren Dubois,S124072,Geography,hello_flux@live.com,BosniaandHerzegovina,0,61,0
Anika Agarwal,S157083,CreativeWriting,sales_eclipse@yahoo.com,Dominica,0,78,0
Soren Zhao,S217398,Geography,techquery2023@gmail.com,CostaRica,1,62,1
Ingrid Rao,S494579,Linguistics,contact_apexion@outlook.com,Congo(Republic),0,55,0
Daiki Nkrumah,S193833,UrbanPlanning,tech_astral@icloud.com,Eswatini,2,63,0
Gang Hussein,S850551,Nutrition&Dietetics,service_aurora@msn.com,BosniaandHerzegovina,0,24,0
Noura Kaya,S174276,VeterinaryScience,admin_vexelon@hotmail.com,Ecuador,2,22,1
Jun Diallo,S471204,Marketing,n.lee_consulting@yandex.com,Congo(Republic),0,37,1
Olga Zhao,S164683,Pharmacy,feedback_stellar@me.com,Cambodia,2,18,0
Daiki Nielsen,S124552,GameDesign,vividra.contact@outlook.com,Ghana,2,81,1
Priya Ferrari,S128498,Epidemiology,hello_embercore@live.com,China,2,28,1
Casey Moreau,S852789,Film&MediaStudies,tech_aurora@icloud.com,Dominica,0,71,1
Inês Pham,S921496,Archaeology,info_polarisedge@hotmail.com,EquatorialGuinea,2,60,0
Aoi Mensah,S871143,Nursing,info_flux@zoho.com,Cuba,1,17,0
Ji-woo Huang,S791484,RealEstateManagement,admin_vexelon@hotmail.com,CaboVerde,1,47,1
Minh Okafor,S885766,Film&MediaStudies,info_silverhawk@zoho.com,Denmark,1,72,0
Ren Wu,S442786,Nutrition&Dietetics,info_nexasphere@protonmail.com,Chile,1,23,0
Carys Martin,S173833,Kinesiology,support_stellar@aol.com,Burundi,0,24,0
Erik Arslan,S706833,InteriorDesign,media_orionis@protonmail.com,Estonia,1,75,1
Ahmed Le,S734406,SpecialEducation,help_nexus@outlook.com,Germany,1,67,1
Hana Omar,S307863,RenewableEnergyEngineering,admin_aurora@hotmail.com,Eswatini,2,86,0
Rhys Williams,S334891,Education(Primary/Secondary),n.lee_consulting@yandex.com,Botswana,1,66,0
Ping Volkov,S597982,Education(Primary/Secondary),admin_fluxion@hotmail.com,Ghana,2,66,1
Lina Müller,S71679,Physiotherapy,contact_aurora@yandex.com,BurkinaFaso,2,29,1
Gábor VanDijk,S499992,Photography,media_crimson@protonmail.com,Cyprus,2,82,0
Myra Larsen,S513033,SocialWork,service_zephyr@msn.com,Gabon,1,59,1
Giulia Nguyen,S148811,SupplyChainManagement,tech_cerulean@icloud.com,BurkinaFaso,2,42,1
Sanjay Al-Khalifa,S134568,UrbanPlanning,feedback_obsidian@me.com,EquatorialGuinea,2,63,0
Erik Nielsen,S708101,Hospitality&TourismManagement,info_nexasphere@protonmail.com,Brazil,2,42,1
Ahmed Abebe,S643266,MusicPerformance/Theory,sales_nexus@yahoo.com,Comoros,1,76,0
Aaron Taylor,S573576,Anthropology,hello_vireoworks@live.com,Chile,1,51,1
Ivan Singh,S6852,Nursing,service_aurora@msn.com,CentralAfricanRepublic,2,18,0
Misha Kobayashi,S808762,CognitiveScience,media_nexa@protonmail.com,Guatemala,2,91,0
Raj Nasser,S166416,Law(Pre-Law),feedback_catalyst@msn.com,Eritrea,0,64,0
Anna Nasser,S202792,Nutrition&Dietetics,admin_aurora@hotmail.com,Chad,0,24,1
Rania Park,S519464,Dentistry(Pre-Dental),support_aurora@aol.com,Gambia,2,21,0
Morgan DelaCruz,S654140,Physiotherapy,eclipse.designs@protonmail.com,Bolivia,2,30,0
Morgan Xu,S543095,Psychology,admin_fluxion@hotmail.com,Chad,0,48,0
Matthew Larsen,S947581,Psychology,service_stellar@msn.com,Bulgaria,1,48,1
João Suzuki,S690609,Geography,hello_nexa@live.com,BosniaandHerzegovina,0,62,1
Nikolai Ramírez,S210302,Education(Primary/Secondary),media_quantum@protonmail.com,Eritrea,0,65,0
Inês Mehra,S886991,Entrepreneurship,media_pyrexia@protonmail.com,Chad,0,40,0
Carys Vasiliou,S200888,PublicHealth,sunrise_engineering@yandex.com,Ethiopia,0,20,0
Zara Flores,S822683,IndustrialDesign,media_nexa@protonmail.com,Hungary,2,73,1
Hiroshi Reyes,S116836,Architecture,contact_aurora@yandex.com,Guinea,0,70,0
Lan Choi,S923235,PoliticalScience,info_stellar@zoho.com,Brazil,2,49,0
Layla Thomas,S706851,Film&MediaStudies,hello_infinitum@me.com,Estonia,1,71,1
Anika Pérez,S622096,RealEstateManagement,help_quantum@outlook.com,BosniaandHerzegovina,0,47,0
Aino Pham,S673526,Nursing,hello_zenith@live.com,EquatorialGuinea,2,17,0
Xiu Rao,S192773,SocialWork,feedback_aurora@me.com,DominicanRepublic,1,58,0
Tariq Flores,S406561,Photography,hello_embercore@live.com,ElSalvador,1,82,1
Sophia Bakker,S119612,MusicPerformance/Theory,sales_nexus@yahoo.com,China,2,77,0
Yusuf Kato,S414229,Chemistry,help_stellar@outlook.com,Ethiopia,0,8,0
Amara Bianchi,S333416,GraphicDesign,feedback_aurora@me.com,Comoros,1,67,0
Xiu Park,S729285,SupplyChainManagement,admin_vexelon@hotmail.com,Benin,0,41,1
Ava Bello,S623538,Archaeology,hello_zenith@live.com,Chile,1,60,0
Aino Patel,S796328,Nanotechnology,info_eclipse@zoho.com,Grenada,1,15,0
Amina Nikolaidis,S882475,Finance,support_zenith@aol.com,Georgia,0,34,0
Daniel Young,S575503,Physiotherapy,media_echelon@protonmail.com,Comoros,1,30,1
Hiroshi DeJong,S792187,Astrophysics,sales_flux@yahoo.com,Ghana,2,7,0
Tariq Brown,S931475,Biotechnology,media_flux@protonmail.com,Croatia,0,32,0
Lan Rossi,S157127,Sociology,media_nexa@protonmail.com,CentralAfricanRepublic,2,49,0
Sean Jain,S663568,Philosophy,zephyron.help@icloud.com,Bulgaria,1,53,1
Hana Smith,S150989,Law(Pre-Law),feedback_catalyst@msn.com,DominicanRepublic,1,65,0
Parisa Smith,S410903,Anthropology,info_zenith@zoho.com,Bulgaria,1,51,0
Skyler Reyes,S983090,EnvironmentalScience&Sustainability,admin_vexelon@hotmail.com,Ecuador,2,84,1
Aarav Lewis,S179802,EnvironmentalScience&Sustainability,n.lee_consulting@yandex.com,Germany,1,83,1
Wei Becker,S48950,Accounting,hello_zenith@live.com,Côted'Ivoire,2,35,1
Maximilian Young,S901889,Philosophy,info_summitaegis@aol.com,CaboVerde,1,53,0
Mei Kimura,S114315,Finance,contact_iron@yandex.com,Cuba,1,35,0
Tamar Dang,S554918,MusicPerformance/Theory,vividra.contact@outlook.com,Congo(DemocraticRepublic),2,76,1
Lina Mahmoud,S427514,DigitalMarketing,contact_aurora@yandex.com,Guatemala,2,89,1
Ahmed Ortiz,S956797,PublicHealth,feedback_catalyst@msn.com,Canada,1,20,1
Anna Pérez,S557082,ActuarialScience,info_aurora@zoho.com,Gambia,2,46,1
Tariq Hussein,S189597,PoliticalScience,hello_flux@live.com,CaboVerde,1,50,0
Avery Visser,S457053,Archaeology,media_crimson@protonmail.com,Cuba,1,60,1
Nadia Cruz,S433767,RealEstateManagement,admin_pulse@hotmail.com,Cuba,1,46,1
Omar Diop,S548645,SpecialEducation,webquery_obsidian@hotmail.com,Guatemala,2,67,1
Giulia Yamada,S18645,VeterinaryScience,auroraforge.help@gmail.com,Congo(Republic),0,22,1
Miriam Vasiliou,S928816,DigitalMarketing,tech_astral@icloud.com,Cuba,1,89,0
Mia Volkov,S262327,DisasterManagement,service_luminary@zoho.com,Georgia,0,94,0
Ning Diop,S125684,Entrepreneurship,support_nexa@aol.com,China,2,39,1
Yusuf DelaCruz,S662838,GraphicDesign,info_nexasphere@protonmail.com,Ecuador,2,68,1
Shota Park,S73583,Medicine(Pre-Med),tech_pinnacle@yahoo.com,Fiji,1,16,1
Xiu Kato,S79668,GenderStudies,info_eclipse@zoho.com,CentralAfricanRepublic,2,60,0
Miriam Tran,S803006,FashionDesign,feedback_aurora@me.com,EquatorialGuinea,2,73,0
Noura Kaya,S815447,Archaeology,admin_nexa@hotmail.com,Chad,0,61,0
Ibrahim Petrov,S565983,Genetics,feedback_terra@msn.com,Botswana,1,28,1
Shota Ortiz,S572872,Pharmacy,techquery2023@gmail.com,Estonia,1,19,0
Aylin Arslan,S29181,Anthropology,contact_aurora@yandex.com,Congo(DemocraticRepublic),2,51,0
Eilidh Al-Khalifa,S804726,RenewableEnergyEngineering,auroraforge.help@gmail.com,Dominica,0,86,0
Amara Flores,S705008,Anthropology,tech_nexa@icloud.com,Greece,0,51,0
Mary Kuznetsov,S281212,Kinesiology,admin_pulse@hotmail.com,DominicanRepublic,1,25,0
Matthew Herrera,S502211,GenderStudies,contact_stellar@yandex.com,Ghana,2,59,0
Aoi Smirnov,S365322,Archaeology,service_aurora@msn.com,Dominica,0,61,0
Shota Ramos,S707675,IndustrialDesign,help_orion@outlook.com,Comoros,1,74,1
David Brown,S894009,PoliticalScience,support_quantum@aol.com,Cambodia,2,50,1
Aoi Goldberg,S815275,Biochemistry,media_eclipse@protonmail.com,Cyprus,2,26,1
Ethan Bello,S502526,FineArts,service_iron@msn.com,Fiji,1,70,1
Finley Zhu,S83179,Medicine(Pre-Med),admin_cobaltreach@zoho.com,DominicanRepublic,1,17,0
Hiroshi Ito,S137509,Law(Pre-Law),support_quantumcore@icloud.com,China,2,64,1
Ryota Malhotra,S301196,CreativeWriting,info_stellar@zoho.com,Finland,2,79,1
Rong Jones,S567766,UrbanPlanning,help_quantum@outlook.com,Chile,1,63,0
João Yilmaz,S595391,Education(Primary/Secondary),media_eclipse@protonmail.com,Congo(DemocraticRepublic),2,66,1
Hiroshi Zayed,S209350,RealEstateManagement,info_silverhawk@zoho.com,Georgia,0,47,0
Ethan Takahashi,S427569,Criminology,auroraforge.help@gmail.com,Croatia,0,57,0
Oksana Reyes,S495254,RenewableEnergyEngineering,tech_stellar@icloud.com,Fiji,1,86,0
Xin Ramírez,S330623,HumanResourcesManagement,admin_cobaltreach@zoho.com,Burundi,0,44,0
Sanjay Becker,S789876,MusicPerformance/Theory,hello_quantum@live.com,Fiji,1,76,0
Emma Çelik,S916561,Physiotherapy,contact_stellar@yandex.com,CaboVerde,1,30,0
Shiloh Brown,S853665,GenderStudies,info_silverhawk@zoho.com,Gabon,1,59,1
Lan Visser,S513847,Kinesiology,help_orion@outlook.com,Cameroon,0,25,1
Jordan Bakker,S648202,PublicHealth,info_polarisedge@hotmail.com,Cyprus,2,20,1
Feng Park,S26789,Finance,feedback_quantum@me.com,China,2,35,0
Tariq Ramos,S936738,Anthropology,help_orion@outlook.com,CostaRica,1,51,1
Inês Ramírez,S517143,Genetics,sunrise_engineering@yandex.com,Comoros,1,27,1
Ibrahim Yamada,S436355,PoliticalScience,j.smith_45@yahoo.com,Cameroon,0,50,0
Daniel Vasiliou,S621075,Linguistics,admin_fluxion@hotmail.com,Brazil,2,54,1
Giulia Hassan,S438211,GameDesign,feedback_ironwave@msn.com,Ecuador,2,81,0
Ping Kaya,S742313,IndustrialDesign,tech_nexus@icloud.com,Egypt,0,73,1
Daniel Clark,S133610,BusinessAdministration,feedback_ironwave@msn.com,Croatia,0,33,1
Somchai Ivanov,S383961,FineArts,contact_nexa@yandex.com,Finland,2,71,0
Hiroshi Russo,S245337,Finance,hello_flux@live.com,Comoros,1,34,0
Mio Sasaki,S782127,PoliticalScience,info_flux@zoho.com,Ghana,2,50,1
Hana Hassan,S974502,Pharmacy,contact_zenithpulse@live.com,Finland,2,19,0
Li Moreau,S208830,Education(Primary/Secondary),contact_nexa@yandex.com,EquatorialGuinea,2,65,0
Li Papadopoulos,S706441,Dentistry(Pre-Dental),tech_stellar@icloud.com,Georgia,0,21,1
Priya Rashid,S42770,Law(Pre-Law),media_flux@protonmail.com,Congo(Republic),0,64,0
Wei Diallo,S916828,ClimateScience,jameson.tech@outlook.com,Ghana,2,84,1
Sage Taylor,S964983,SocialWork,feedback_stellar@me.com,Côted'Ivoire,2,58,1
Ivan Malhotra,S77029,CreativeWriting,n.lee_consulting@yandex.com,Chad,0,79,1
Gábor Kato,S440273,SocialWork,info_polarisedge@hotmail.com,Honduras,1,58,0
Rowan Jansen,S225073,Biochemistry,feedback_ironwave@msn.com,Brunei,0,26,0
Kai Al-Mohammed,S114699,EnvironmentalScience&Sustainability,n.lee_consulting@yandex.com,Ethiopia,0,83,0
